word,definition
"scandal","behaviour or an event that people think is morally or legally wrong and causes public feelings of shock or anger"
"series","a set of television or radio programmes or podcasts that deal with the same subject or that have the same characters"
"resolution","a definite decision to do or not to do something"
"safe","protected from any danger, harm or loss"
"scientific","involving science; connected with science"
"second","happening or coming next after the first in a series of similar things or people; 2nd"
"sight","the ability to see"
"settle","to put an end to an argument or a disagreement"
"right","true or correct as a fact"
"responsibility","a duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong"
"school","a place where children go to be educated"
"search","an attempt to find somebody/something, especially by looking carefully for them/it"
"same","exactly the one or ones referred to or mentioned; not different"
"seed","the small hard part produced by a plant, from which a new plant can grow"
"silver","a chemical element. Silver is a shiny, grey-white precious metal used for making coins, jewellery, beautiful objects, etc."
"retire","to leave your job and stop working, especially because you have reached a particular age or because you are ill; to tell somebody they must stop doing their job"
"shadow","the dark shape that somebody/something’s form makes on a surface, for example on the ground, when they are between the light and the surface"
"script","a written text of a play, film, broadcast, talk, etc."
"roll","to turn over and over and move in a particular direction; to make a round object do this"
"secure","to obtain or achieve something, especially when this means using a lot of effort"
"save","to keep somebody/something safe from death, harm, loss, etc."
"singer","a person who sings, or whose job is singing, especially in public"
"sell","to give something to somebody in exchange for money"
"rice","short, narrow white or brown grain grown on wet land in hot countries as food; the plant that produces this grain"
"shelf","a flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on"
"section","any of the parts into which something is divided"
"roughly","approximately but not exactly"
"select","to choose somebody/something from a group of people or things, usually according to a system"
"schedule","a plan that lists all the work that you have to do and when you must do each thing"
"six","6"
"separate","forming a unit by itself; not joined to something else"
"segment","a part of something that is separate from the other parts or can be considered separately"
"shock","a strong feeling of surprise as a result of something happening, especially something unpleasant; the event that causes this feeling"
"risk","the possibility of something bad happening at some time in the future; a situation that could be dangerous or have a bad result"
"running","the action or sport of running"
"scope","the opportunity or ability to do or achieve something"
"slice","a thin flat piece of bread, meat, cheese, etc. that has been cut off a larger piece; a piece of cake that has been cut from a larger cake"
"sense","an understanding about something; an ability to judge something"
"set","to prepare or arrange something so that it is ready for use or in position"
"shortly","a short time; not long"
"sake","used to emphasize that it is important to do something or when you are annoyed about something"
"send","to make something go or be taken to a place, especially by post, email, radio, etc."
"smart","looking clean and neat; well dressed in fashionable and/or formal clothes"
"room","a part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose"
"seat","a place where you can sit, for example a chair"
"serve","to give somebody food or drink, for example at a restaurant or during a meal"
"sexual","connected with the physical activity of sex"
"so-called","used to show that you do not think that the word or phrase that is being used to describe somebody/something is appropriate"
"serious","bad or dangerous"
"routine","the normal order and way in which you regularly do things"
"see","to become aware of somebody/something by using your eyes"
"she","a female person or animal that has already been mentioned or is easily identified"
"soldier","a member of an army, especially one who is not an officer"
"sanction","an official order that limits trade, contact, etc. with a particular country, in order to make it do something, such as obeying international law"
"several","more than two but not very many"
"shut","to close something; to become closed"
"self","the type of person you are, especially the way you normally behave, look or feel"
"settlement","an official agreement that ends an argument between two people or groups"
"russian","from or connected with Russia"
"shirt","a piece of clothing worn on the upper part of the body, made of light cloth, with sleeves and usually with a collar and buttons down the front"
"shape","the form of the outer edges or surfaces of something; an example of something that has a particular form"
"say","to speak or tell somebody something, using words"
"significant","large or important enough to have an effect or to be noticed"
"something","a thing that is not known or mentioned by name"
"sentence","a set of words expressing a statement, a question or an order, usually containing a subject and a verb. In written English sentences begin with a capital letter and end with a full stop/period (.), a question mark (?) or an exclamation mark (!)."
"shake","to move or make somebody/something move with short quick movements from side to side or up and down"
"sale","an act or the process of selling something"
"shore","the land along the edge of the sea, the ocean or a lake"
"sorry","feeling sad and ashamed about something that has been done"
"shift","a period of time worked by a group of workers who start work as another group finishes"
"simply","used to emphasize how easy or basic something is"
"scholar","a person who knows a lot about a particular subject because they have studied it in detail"
"satisfaction","the good feeling that you have when you have achieved something or when something that you wanted to happen does happen; something that gives you this feeling"
"shell","the hard outer part of eggs, nuts, some seeds, and some animals"
"session","a period of time that is spent doing a particular activity"
"soviet","an elected local, district or national council in the former USSR"
"shooting","a situation in which a person is shot with a gun"
"sister","a girl or woman who has the same mother and father as another person"
"scream","to give a loud, high shout, because you are hurt, frightened, excited, etc."
"scared","frightened of something or afraid that something bad might happen"
"shoe","one of a pair of objects usually made of leather or plastic that you wear on your feet"
"specific","connected with one particular thing only"
"skin","the layer of tissue that covers the body"
"secret","known about by only a few people; kept hidden from others"
"sex","the state of being male or female"
"shoulder","either of the two parts of the body between the top of each arm and the neck"
"science","knowledge about the structure and behaviour of the natural and physical world, based on facts that you can prove, for example by experiments"
"shot","the act of firing a gun; the sound this makes"
"seek","to look for something/somebody"
"slip","to slide a short distance by accident so that you fall or nearly fall"
"sharp","having a fine edge or point, especially of something that can cut or make a hole in something"
"sigh","to take and then let out a long deep breath that can be heard, to show that you are disappointed, sad, tired, etc."
"sea","the salt water that covers most of the earth’s surface and surrounds its continents and islands"
"sick","physically or mentally ill"
"senate","one of the two groups of elected politicians who make laws in some countries, for example in the US, Australia, Canada and France. The Senate is smaller than the other group but higher in rank. Many state parliaments in the US also have a Senate."
"ship","a large boat that carries people or goods by sea"
"silent","where there is little or no sound; making little or no sound"
"smooth","completely flat and even, without any rough areas or holes"
"sector","a part of an area of activity, especially of a country’s economy"
"significantly","in a way that is large or important enough to have an effect on something or to be noticed"
"sequence","a set of events, actions, numbers, etc. which have a particular order and which lead to a particular result"
"shopping","the activity of going to shops and buying things or ordering them online"
"soft","changing shape easily when pressed; not stiff or hard"
"sin","an offence against God or against a religious or moral law"
"seize","to take somebody/something in your hand suddenly and using force"
"sing","to make musical sounds with your voice in the form of a song or tune"
"setting","an environment where something is located; the place at which something happens"
"situation","all the circumstances and things that are happening at a particular time and in a particular place"
"senior","high in rank or status; higher in rank or status than others"
"some","used with uncountable nouns or plural countable nouns to mean ‘an amount of’ or ‘a number of’, when the amount or number is not given"
"sit","to rest your weight on your bottom with your back straight, for example on/in a chair"
"show","to make something clear; to prove something"
"shade","an area that is dark and cool under or behind something, for example a tree or building, because the sun’s light does not get to it"
"seriously","in a serious way"
"son","a person’s male child"
"sleep","to rest with your eyes closed and your mind and body not active"
"sky","the space above the earth that you can see when you look up, where clouds and the sun, moon and stars appear"
"sign","an event, an action, a fact, etc. that shows that something exists, is happening or may happen in the future"
"sheet","a large piece of thin cloth used on a bed to lie on or lie under"
"seven","7"
"soup","a liquid food made by boiling meat, vegetables, etc. in water, often eaten as the first course of a meal"
"small","not large in size, number, degree, amount, etc."
"slow","not moving, acting or done quickly; taking a long time; not fast"
"similar","like somebody/something but not exactly the same"
"spiritual","connected with the human spirit, rather than the body or physical things"
"shit","a swear word that many people find offensive, used to show that you are angry or annoyed"
"shall","used with I and we for talking about or predicting the future"
"speaker","a person who gives a talk or makes a speech"
"so","to such a great degree"
"snap","to break something suddenly with a sharp noise; to be broken in this way"
"single","only one"
"squeeze","to press something, especially with your fingers"
"short","measuring or covering a small length or distance, or a smaller length or distance than usual"
"shelter","the fact of having a place to live or stay, considered as a basic human need"
"spend","to give money to pay for goods, services, etc."
"software","the programs used by a computer for doing particular jobs"
"solar","of or connected with the sun"
"standard","a level of quality, especially one that people think is acceptable"
"size","how large or small a person or thing is"
"shrug","to raise your shoulders and then drop them to show that you do not know or care about something"
"shoot","to fire a gun or other weapon; to fire something from a weapon"
"someone","a person who is not known or mentioned by name"
"spot","a small round area that has a different colour or feels different from the surface it is on"
"statistics","a collection of information shown in numbers"
"slide","to move easily over a smooth or wet surface; to make something move in this way"
"somebody","a person who is not known or mentioned by name"
"significance","the importance of something, especially when this has an effect on what happens in the future"
"sophisticated","clever and complicated in the way that it works or is presented"
"should","used to show what is right, appropriate, etc., especially when criticizing somebody’s actions"
"still","continuing until a particular point in time and not finishing"
"smell","to have a particular smell"
"shower","a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a shower"
"stage","a period or state that something/somebody passes through while developing or making progress"
"song","a short piece of music with words that you sing"
"simple","not complicated; easy to understand or do"
"southern","located in the south or facing south; connected with or typical of the south part of the world or a region"
"soccer","a game played by two teams of 11 players, using a round ball which players kick up and down the playing field. Teams try to kick the ball into the other team’s goal."
"storm","very bad weather with strong winds and rain, and often thunder and lightning"
"signal","a movement or sound that you make to give somebody information, instructions, a warning, etc."
"start","to begin doing or using something"
"source","a place, person or thing that you get something from"
"side","either of the two halves of a surface, an object or an area that is divided by an imaginary central line"
"sir","used as a polite way of addressing a man whose name you do not know, for example in a shop or restaurant"
"species","a group into which animals, plants, etc. that are able to have sex with each other and produce healthy young are divided, smaller than a genus and identified by a Latin name"
"solid","hard; not in the form of a liquid or gas"
"similarly","in almost the same way"
"steal","to take something from a person, shop, etc. without permission and without intending to return it or pay for it"
"silence","a complete lack of noise or sound"
"skill","the ability to do something well"
"special","not ordinary or usual; different from what is normal"
"spirit","the part of a person that includes their mind, feelings and character rather than their body"
"street","a public road in a city or town that has houses and buildings on one side or both sides"
"sometimes","occasionally rather than all of the time"
"sink","to go down below the surface or towards the bottom of a liquid or soft substance"
"stone","a hard solid mineral substance that is found in the ground, often used for building"
"since","from a time in the past until a later past time, or until now"
"slightly","a little"
"spending","the amount of money that is spent by a government, an organization or a person"
"square","having four straight equal sides and four angles of 90°"
"stroke","an act of hitting a ball, for example with a bat or racket"
"sort","a group or type of people or things that are similar in a particular way"
"ski","one of a pair of long narrow pieces of wood, metal or plastic that you attach to boots so that you can move smoothly over snow"
"site","a place where a building, town, etc. was, is or will be located"
"stranger","a person that you do not know"
"spread","to affect or make something affect, be known by, or be used by more and more people"
"smoke","the grey, white or black gas that is produced by something burning"
"stuff","used to refer to a substance, material, group of objects, etc. when you do not know the name, when the name is not important or when it is obvious what you are talking about"
"stand","to be on your feet; to be in a vertical position"
"space","the area outside the earth’s atmosphere where all the other planets and stars are"
"slight","very small in degree"
"stair","on, of or for stairs"
"slave","a person who is owned by another person and is forced to work for and obey them"
"stretch","to make something longer, wider or looser, for example by pulling it; to become longer, etc. in this way"
"society","people in general, living together in communities"
"succeed","to achieve something that you have been trying to do or get; to have the result or effect that was intended"
"station","a place where trains stop so that passengers can get on and off; the buildings connected with this"
"specifically","connected with or intended for one particular thing only"
"smile","to make a smile appear on your face"
"struggle","to try very hard to do something when it is difficult or when there are a lot of problems"
"slowly","at a slow speed; not quickly"
"solve","to find a way of dealing with a problem or difficult situation"
"suffer","to be badly affected by a disease, pain, sad feelings, a lack of something, etc."
"state","a country considered as an organized political community controlled by one government"
"stick","to fix something to something else, usually with a sticky substance; to become fixed to something in this way"
"split","to divide, or to make something divide, into two or more parts"
"social","connected with activities in which people meet each other for pleasure"
"submit","to give a document, proposal, etc. to somebody in authority so that they can study or consider it"
"summit","the highest point of something, especially the top of a mountain"
"snow","small soft white pieces (called flakes) of frozen water that fall from the sky in cold weather; this substance when it is lying on the ground"
"somewhere","in, at or to a place that you do not know or do not mention by name"
"steel","a strong, hard metal that is made of a mixture of iron and carbon"
"stability","the quality or state of being steady and not changing or being upset in any way (= the quality of being stable)"
"store","a large shop that sells many different types of goods"
"solution","a way of solving a problem or dealing with a difficult situation"
"such","used to emphasize the great degree of something"
"supreme","highest in rank or position"
"soil","the top layer of the earth in which plants, trees, etc. grow"
"sound","something that you can hear"
"stop","to no longer move; to make somebody/something no longer move"
"standing","done from a position in which you are standing rather than sitting or running"
"somewhat","to some degree"
"stream","a small, narrow river"
"suggestion","an idea or a plan that you mention for somebody else to think about"
"somehow","in a way that is not known or certain"
"surprisingly","in a way that causes surprise"
"strategic","done as part of a plan that is meant to achieve a particular purpose or to gain an advantage"
"speak","to talk to somebody about something; to have a conversation with somebody"
"status","the legal position of a person, group or country"
"strip","a long narrow piece of paper, metal, cloth, etc."
"soul","the spiritual part of a person, believed to exist after death"
"support","to help or encourage somebody/something by saying or showing that you agree with them/it"
"swear","to use rude or offensive language, usually because you are angry"
"soon","in a short time from now; a short time after something else has happened"
"speed","the rate at which somebody/something moves or travels"
"strike","to hit somebody/something hard or with force"
"stir","to move a liquid or substance around, using a spoon or something similar, in order to mix it completely"
"study","the activity of learning or gaining knowledge, either from books or by examining things in the world"
"spanish","from or connected with Spain"
"surgery","medical treatment of injuries or diseases that involves cutting open a person’s body and often removing or replacing some parts; the branch of medicine connected with this treatment"
"south","the direction that is on your right when you watch the sun rise; one of the four main points of the compass"
"system","an organized set of ideas or theories or a particular way of doing something"
"sport","activity that you do for pleasure and that needs physical effort or skill, usually done in a special area and according to fixed rules"
"student","a person who is studying at a university or college"
"substantial","large in amount, value or importance"
"speech","a formal talk that a person gives to an audience"
"story","a description of events and people that the writer or speaker has invented in order to entertain people"
"survive","to continue to live or exist"
"specialist","a person who is an expert in a particular area of work or study"
"talk","to say things; to speak in order to give information or to express ideas or feelings"
"staff","all the workers employed in an organization considered as a group"
"sue","to make a claim against a person or an organization in court about something that they have said or done to harm you"
"subsequent","happening or coming after something else"
"spokesman","a person who speaks for a group or an organization"
"strength","the quality of being physically strong"
"swing","to move backwards or forwards or from side to side while hanging from a fixed point; to make something do this"
"spin","to turn round and round quickly; to make something do this"
"stare","to look at somebody/something for a long time"
"tax","money that you have to pay to the government so that it can pay for public services. People pay tax according to their income and businesses pay tax according to their profits. Tax is also often paid on goods and services."
"sudden","happening or done quickly and unexpectedly"
"summer","the warmest season of the year, coming between spring and autumn"
"stable","fixed or steady; not likely to move, change or fail"
"strong","having a lot of physical power so that you can lift heavy weights, do hard physical work, etc."
"tail","the part that sticks out at the back of the body of a bird, an animal or a fish, which the animal can move from side to side or up and down"
"spring","the season between winter and summer when plants begin to grow"
"steady","developing, growing, etc. gradually and in an even and regular way"
"teaspoon","a small spoon for putting sugar into tea and other drinks"
"suicide","the act of killing yourself deliberately"
"supposed","used to show that you think that a claim, statement or way of describing somebody/something is not true or correct, although it is generally believed to be"
"star","a large ball of burning gas in space that we see as a point of light in the sky at night"
"stupid","showing a lack of thought or good judgement"
"tape","a long, narrow piece of material with a sticky substance on one side that is used for sticking things together"
"stake","money that somebody invests in a company"
"stomach","the organ inside the body where food goes when you eat it"
"supporter","a person who supports a political party, an idea, etc."
"television","a piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds"
"surprising","causing surprise"
"stay","to continue to be in a particular place for a period of time without moving away"
"teacher","a person whose job is teaching, especially in a school"
"success","the fact that you have achieved something that you want and have been trying to do or get"
"statement","something that you say or write that gives information or an opinion"
"strange","unusual or surprising, especially in a way that is difficult to understand"
"tension","a situation in which people do not trust each other, or feel unfriendly towards each other, and that may cause them to attack each other"
"sustain","to provide enough of what somebody/something needs in order to live or exist"
"surprise","an event, a piece of news, etc. that is unexpected or that happens suddenly"
"teen","between 13 and 19 years old; connected with people of this age"
"sufficient","enough for a particular purpose; as much as you need"
"stress","pressure or worry caused by problems in somebody’s life or by having too much to do"
"step","one of a series of things that you do in order to achieve something"
"terrorist","a person who takes part in terrorism"
"survivor","a person who continues to live, especially despite being nearly killed or experiencing great danger or difficulty"
"symptom","a change in your body or mind that shows that you are not healthy"
"sun","the star that shines in the sky during the day and gives the earth heat and light"
"thanks","used to show that you are grateful to somebody for something they have done"
"ten","10"
"structure","the way in which the parts of something are connected together, arranged or organized; a particular arrangement of parts"
"storage","the process of keeping something in a particular place until it is needed; the space where things can be kept"
"stock","a supply of goods that is available for sale in a shop"
"switch","to change or make something change from one thing to another"
"talent","a natural ability to do something well"
"sure","confident that you know something or that you are right"
"then","used to refer to a particular time in the past or future"
"subject","a thing or person that is being discussed, described or dealt with"
"terrible","very unpleasant; making you feel very unhappy, upset or frightened"
"strategy","a plan that is intended to achieve a particular purpose"
"straight","not in a curve or at an angle; in a straight line"
"taste","the particular quality that different foods and drinks have that allows you to recognize them when you put them in your mouth"
"surround","to be all around something/somebody"
"successfully","in a way that achieves your aims or what was intended"
"take","to carry or move something from one place to another"
"thin","having a smaller distance between opposite sides or surfaces than other similar objects or than normal"
"testing","the activity of testing somebody/something in order to find something out, see if it works, etc."
"string","long, thin material used for tying things together, made of several threads that have been twisted together; a piece of string used to fasten or pull something or keep something in place"
"strengthen","to become more powerful or effective; to make somebody/something more powerful or effective"
"tear","to damage something by pulling it apart or into pieces or by cutting it on something sharp; to become damaged in this way"
"sweep","to clean a room, surface, etc. using a broom (= a type of brush on a long handle)"
"target","a result that you try to achieve"
"suggest","to put forward an idea or a plan for other people to think about"
"though","despite the fact that"
"their","of or belonging to people, animals or things that have already been mentioned or are easily identified"
"studio","a room where radio or television programmes are recorded and broadcast from, or where music is recorded"
"strongly","in a way that shows definite and serious opinions or beliefs"
"telescope","a piece of equipment like a tube in shape, containing lenses, that you look through to make objects that are far away appear larger and nearer"
"table","a piece of furniture that consists of a flat top supported by legs"
"teaching","the work of a teacher"
"throughout","in or into every part of something"
"supply","an amount of something that is provided or available to be used"
"therefore","used to introduce the logical result of something that has just been mentioned"
"substance","a type of solid, liquid or gas that has particular qualities"
"style","the particular way in which something is done"
"tennis","a game in which two or four players use rackets to hit a ball backwards and forwards across a net on a specially marked court"
"tall","having a greater than average height"
"teenager","a person who is between 13 and 19 years old"
"tip","a small piece of advice about something practical"
"third","3rd"
"surface","the outside or top layer of something"
"suddenly","quickly and unexpectedly"
"successful","achieving your aims or what was intended"
"terrorism","the use of violent action in order to achieve political aims or to force a government to act"
"taxpayer","a person who pays tax to the government, especially on the money that they earn"
"tend","to be likely to do something or to happen in a particular way because this is what often or usually happens"
"threaten","to say that you will cause trouble, hurt somebody, etc. if you do not get what you want"
"survival","the state of continuing to live or exist, often despite difficulty or danger"
"toe","one of the five small parts that stick out from the foot; any similar part on the foot of an animal or bird"
"suit","a set of clothes made of the same cloth, including a jacket and trousers or a skirt"
"sugar","a sweet substance, often in the form of white or brown crystals, made from the juices of various plants, used in cooking or to make tea, coffee, etc. sweeter"
"thank","to tell somebody that you are grateful for something"
"technical","connected with the practical use of machines, methods, etc. in science and industry"
"territory","land that is under the control of a particular country or political leader"
"swim","to move through water by moving your arms and legs, without touching the bottom"
"tool","an instrument such as a hammer, screwdriver, saw, etc. that you hold in your hand and use for making things, repairing things, etc."
"tie","to attach or hold two or more things together using string, rope, etc.; to fasten somebody/something with string, rope, etc."
"suppose","to think or believe that something is true or possible (based on the knowledge that you have)"
"super","extremely good"
"themselves","used when people or animals performing an action are also affected by it"
"text","any form of written material"
"tactic","the particular method you use to achieve something"
"tell","to give information to somebody by speaking or writing"
"surely","used to show that you are almost certain of what you are saying and want other people to agree with you"
"title","the name of a book, poem, painting, piece of music, etc."
"thick","having a larger distance between opposite sides or surfaces than other similar objects or than normal"
"surprised","feeling or showing surprise"
"tough","having or causing problems or difficulties"
"them","used when referring to people, animals or things as the object of a verb or preposition, or after the verb be"
"tap","to hit somebody/something quickly and lightly"
"survey","an investigation of the opinions, behaviour, etc. of a particular group of people, which is usually done by asking them questions"
"tent","a shelter made of a large sheet of canvas, nylon, etc. that is supported by poles and ropes fixed to the ground, and is used especially for camping"
"tone","the quality of somebody’s voice, especially expressing a particular emotion"
"toy","an object for children to play with"
"suspect","to have an idea that something is probably true or likely to happen, especially something bad, but without having definite proof"
"teach","to give lessons to students in a school, college, university, etc.; to help somebody learn something by giving information about it"
"test","an examination of somebody’s knowledge or ability, consisting of questions for them to answer or activities for them to perform"
"sweet","containing, or tasting as if it contains, a lot of sugar"
"toss","to throw something lightly or carelessly"
"through","from one end or side of something/somebody to the other"
"trail","a long line or series of marks that is left by somebody/something"
"symbol","a person, an object, an event, etc. that represents a more general quality or situation"
"thirty","30"
"technology","scientific knowledge used in practical ways in industry, for example in designing new machines"
"tablespoon","a large spoon, used especially for serving food"
"tiny","very small in size or amount"
"toward","in the direction of somebody/something"
"transportation","a system for carrying people or goods from one place to another using vehicles, roads, etc."
"tale","a story created using the imagination, especially one that is full of action and adventure"
"that","used for referring to a person or thing that is not near the speaker or as near to the speaker as another"
"three","3"
"temporary","lasting or intended to last or be used only for a short time; not permanent"
"tank","a large container for holding liquid or gas"
"today","on this day"
"tradition","a belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs"
"trial","a formal examination of evidence in court by a judge and often a jury, to decide if somebody accused of a crime is guilty or not"
"task","a piece of work that somebody has to do, especially a hard or unpleasant one"
"theory","a formal set of ideas that is intended to explain why something happens or exists"
"tight","held or fixed in position securely; difficult to move, open or separate"
"terms","the conditions that people offer, demand or accept when they make an agreement, an arrangement or a contract"
"tea","the dried leaves (called tea leaves) of the tea bush"
"transform","to change the form of something; to change in form"
"too","used before adjectives and adverbs to say that something is more than is good, necessary, possible, etc."
"truly","used to emphasize that a particular statement, feeling, etc. is sincere or real"
"team","a group of people who play a particular game or sport against another group of people"
"testimony","a thing that shows that something else exists or is true"
"thing","an object whose name you do not use because you do not need to or want to, or because you do not know it"
"technique","a particular way of doing something, especially one in which you have to learn special skills"
"treaty","a formal agreement between two or more countries"
"twelve","12"
"touch","to put your hand or another part of your body onto somebody/something"
"telephone","a system for talking to somebody else over long distances, using wires or radio; a machine used for this"
"to","in the direction of something; towards something"
"theater","a building in which films are shown"
"thought","something that you think of or remember"
"temperature","the measurement in degrees of how hot or cold a thing or place is"
"troop","connected with soldiers, especially in large groups"
"ugly","unpleasant to look at"
"tendency","if somebody/something has a particular tendency, they are likely to behave or act in a particular way"
"town","a place with many houses, shops, etc. where people live and work. It is larger than a village but smaller than a city."
"tongue","the soft part in the mouth that moves around, used for tasting, swallowing, speaking, etc."
"throw","to send something from your hand through the air by moving your hand or arm quickly"
"term","a word or phrase used as the name of something, especially one connected with a particular type of language"
"terror","a feeling of extreme fear"
"understanding","the knowledge that somebody has about a particular subject or situation"
"tube","a long, hollow pipe made of metal, plastic, rubber, etc., through which liquids or gases move from one place to another"
"tragedy","a very sad event or situation, especially one that involves death"
"there","used to show that something exists or happens"
"total","being the amount or number after everyone or everything is counted or added together"
"tire","to become tired and feel as if you want to sleep or rest; to make somebody feel this way"
"universe","the whole of space and everything in it, including the earth, the planets and the stars"
"than","used to introduce the second part of a comparison"
"testify","to make a statement that something happened or that something is true, especially as a witness in court"
"two","2"
"together","with or near to somebody/something else; with each other"
"translate","to express the meaning of speech or writing in a different language"
"theme","the subject or main idea in a talk, piece of writing or work of art"
"uncle","the brother of your mother or father; the husband of your aunt or uncle"
"the","used to refer to somebody/something that has already been mentioned or is easily understood"
"up","towards or in a higher position"
"trend","a general direction in which a situation is changing or developing"
"tooth","any of the hard white structures in the mouth used for biting food"
"they","people, animals or things that have already been mentioned or are easily identified"
"therapy","the treatment of a physical problem or an illness"
"useful","that can help you to do or achieve what you want"
"unique","being the only one of its kind"
"tour","a journey made for pleasure during which several different towns, countries, etc. are visited"
"true","connected with facts rather than things that have been invented or guessed"
"towards","in the direction of somebody/something"
"trace","to find or discover somebody/something by looking carefully for them/it"
"tv","television"
"unlike","different from a particular person or thing"
"value","how much something is worth in money or other goods for which it can be exchanged"
"this","used to refer to a particular person, thing or event that is close to you, especially compared with another"
"typically","used to say that something usually happens in the way that you are stating"
"urge","to advise or try hard to persuade somebody to do something"
"train","a number of connected coaches or trucks, pulled by an engine or powered by a motor in each one, taking people and goods from one place to another"
"vehicle","a thing that is used for transporting people or goods from one place to another, such as a car or lorry"
"throat","a passage in the neck through which food and air pass on their way into the body; the front part of the neck"
"think","to have a particular idea or opinion about something/somebody; to believe something"
"understand","to know or realize the meaning of words, a language, what somebody says, etc."
"utility","a service provided for the public, for example an electricity, water or gas supply"
"victim","a person who has been attacked, injured or killed as the result of a crime, a disease, an accident, etc."
"thousand","1 000"
"travel","to go from one place to another, especially over a long distance"
"time","what is measured in minutes, hours, days, etc."
"universal","done by or involving all the people in the world or in a particular group"
"thinking","the process of thinking about something"
"various","several different"
"thus","in this way; like this"
"tribe","a social group in a traditional society consisting of people with the same language, culture, religion, etc., living in a particular area and often having one leader known as a chief"
"violence","violent behaviour that is intended to hurt or kill somebody"
"tobacco","the dried leaves of the tobacco plant that are used for making cigarettes, smoking in a pipe, etc."
"unusual","different from what is usual or normal"
"threat","a statement in which you tell somebody that you will punish or harm them, especially if they do not do what you want"
"traditional","being part of the beliefs, customs or way of life of a particular group of people, that have not changed for a long time"
"tired","feeling that you would like to sleep or rest; needing rest"
"very","used before adjectives, adverbs and determiners to mean ‘in a high degree’ or ‘extremely’"
"visitor","a person who visits a person or place"
"trust","the belief that somebody/something is good, sincere, honest, etc. and will not try to harm or trick you"
"tonight","on or during the evening or night of today"
"transformation","a complete change in somebody/something"
"tomato","a soft fruit with a lot of juice and shiny red skin that is eaten as a vegetable either raw or cooked"
"viewer","a person watching television or a video on the internet"
"used","familiar with something because you do it or experience it often"
"ticket","a printed piece of paper, or a message or image received on your phone or computer, that gives you the right to travel on a particular bus, train, etc. or to go into a theatre, etc."
"vs","versus"
"twenty","20"
"totally","completely"
"tree","a tall plant that can live a long time. Trees have a thick central wooden trunk from which branches grow, usually with leaves on them"
"tissue","a piece of soft paper, used especially as a handkerchief"
"valuable","worth a lot of money"
"virus","a living thing, too small to be seen without a microscope, that causes disease in people, animals and plants"
"ultimate","happening at the end of a long process"
"want","to have a desire or a wish for something/somebody"
"top","the highest part or point of something"
"tower","a tall narrow building or part of a building, especially of a church or castle"
"trouble","a problem, worry, difficulty, etc. or a situation causing this"
"volume","the amount of space that an object or a substance fills; the amount of space that a container has"
"vegetable","a plant or part of a plant that is eaten as food. Potatoes, beans and onions are all vegetables."
"unfortunately","used to say that a particular situation or fact makes you sad or disappointed, or gets you into a difficult position"
"tomorrow","on or during the day after today"
"tourist","a person who is travelling or visiting a place for pleasure"
"water","a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc."
"traffic","the vehicles that are on a road at a particular time"
"tunnel","a passage built underground, for example to allow a road or railway to go through a hill, under a river, etc."
"via","through a place"
"topic","a subject that you talk, write or learn about"
"wake","to stop sleeping; to make somebody stop sleeping"
"university","an institution at the highest level of education where you can study for a degree or do research"
"track","rails (= metal bars) that a train moves along"
"wear","to have something on your body as a piece of clothing, a decoration, etc."
"transition","the process or a period of changing from one state or condition to another"
"violation","the act of going against or refusing to obey a law, an agreement, etc."
"type","a class or group of people or things that share particular qualities or features and are part of a larger group; a kind or sort"
"tournament","a sports competition involving a number of teams or players who take part in different games and must leave the competition if they lose. The competition continues until there is only the winner left."
"upon","used to emphasize that there is a large number or amount of something"
"warning","a statement, an event, etc. telling somebody that something bad or unpleasant may happen in the future so that they can try to avoid it"
"training","the process of learning the skills that you need to do a job"
"tremendous","very great"
"welcome","used as a greeting to tell somebody that you are pleased that they are there"
"visit","to go to see a person or a place for a period of time"
"under","in, to or through a position that is below something"
"weak","not physically strong"
"user","a person or thing that uses something"
"trade","the activity of buying and selling or of exchanging goods or services between people or countries"
"treat","to behave in a particular way towards somebody/something"
"wheel","one of the round objects under a car, bicycle, bus, etc. that turns when it moves"
"truck","a large vehicle for carrying heavy loads by road"
"voter","a person who votes or has the right to vote, especially in a political election"
"unit","a single thing, person or group that is complete by itself but can also form part of something larger"
"weekend","Saturday and Sunday"
"variable","a situation, number or quantity that can vary or be varied"
"transfer","to move from one place to another; to move something/somebody from one place to another"
"trick","something that you do to make somebody believe something that is not true, or to annoy somebody as a joke"
"whisper","to speak very quietly to somebody so that other people cannot hear what you are saying"
"wander","to walk slowly around or to a place, often without any particular sense of purpose or direction"
"unlikely","not likely to happen; not probable"
"venture","a business project or activity, especially one that involves taking risks"
"western","located in the west or facing west"
"turn","to move or make something move around a central point"
"treatment","something that is done to cure an illness or injury, or to make somebody look and feel good"
"widely","by a lot of people; in or to many places"
"truth","the true facts about something, rather than the things that have been invented or guessed"
