word,definition
"showed","to make something clear; to prove something"
"scott","a first name for boys"
"sept","seven; having seven"
"std","a disease that is passed from one person to another during sexual activity (the abbreviation for )"
"roller","a piece of wood, metal or plastic, like a tube in shape, that rolls over and over, used as a tool or as part of a machine, for example to make something flat or to move something"
"sci","science fiction"
"shuttle","a plane, bus or train that travels regularly between two places"
"series","a set of television or radio programmes or podcasts that deal with the same subject or that have the same characters"
"rome","used to say that a complicated task will take a long time and should not be rushed"
"step","one of a series of things that you do in order to achieve something"
"sierra","a long range of steep mountains with sharp points, especially in Spain and America"
"score","to win points, goals, etc. in a game or competition"
"serves","to give somebody food or drink, for example at a restaurant or during a meal"
"stevens","(1879-1955) a US writer of elegant and imaginative poetry. His  (1954) won the . His other collections included  (1923),  (1937) and  (1947)."
"root","the part of a plant that grows under the ground and takes in water and minerals that it sends to the rest of the plant"
"sealed","to close an envelope, etc. by sticking the edges of the opening together"
"signatures","your name as you usually write it, for example at the end of a letter"
"scout","an organization (in the UK, officially called the ) originally for boys, which trains young people in practical skills and does a lot of activities with them, for example camping"
"setting","an environment where something is located; the place at which something happens"
"stock","a supply of goods that is available for sale in a shop"
"rotary","moving in a circle around a central fixed point"
"season","any of the four main periods of the year: spring, summer, autumn and winter"
"screenshots","an image of the display on a screen, used when showing how a program works"
"silence","a complete lack of noise or sound"
"several","more than two but not very many"
"second","happening or coming next after the first in a series of similar things or people; 2nd"
"sculpture","a work of art that is a solid figure or object made by carving or shaping wood, stone, clay, metal, etc."
"route","a way that you follow to get from one place to another"
"similarly","in almost the same way"
"sea","the salt water that covers most of the earth’s surface and surrounds its continents and islands"
"sponsors","to pay the costs of a particular event, programme, etc. as a way of advertising"
"sexually","in a way that is connected with the physical activity of sex"
"search","an attempt to find somebody/something, especially by looking carefully for them/it"
"stores","a large shop that sells many different types of goods"
"sections","any of the parts into which something is divided"
"row","a number of people standing or sitting next to each other in a line; a number of objects arranged in a line"
"strange","unusual or surprising, especially in a way that is difficult to understand"
"simulation","a situation in which a particular set of conditions is created artificially in order to study or experience something that could exist in reality"
"seasons","any of the four main periods of the year: spring, summer, autumn and winter"
"spouse","a husband or wife"
"see","to become aware of somebody/something by using your eyes"
"searches","an attempt to find somebody/something, especially by looking carefully for them/it"
"singh","a Sikh temple, or Gurdwara, part of the Singh Sabha Movement, in Southall in west London which opened in 2003 and was the biggest Sikh temple outside India"
"streams","a small, narrow river"
"sprint","to run or swim a short distance very fast"
"seconds","happening or coming next after the first in a series of similar things or people; 2nd"
"shadows","the dark shape that somebody/something’s form makes on a surface, for example on the ground, when they are between the light and the surface"
"seeks","to look for something/somebody"
"seats","a place where you can sit, for example a chair"
"stretch","to make something longer, wider or looser, for example by pulling it; to become longer, etc. in this way"
"sectors","a part of an area of activity, especially of a country’s economy"
"sisters","a girl or woman who has the same mother and father as another person"
"squirting","to force liquid, gas, etc. in a thin, fast stream through a narrow opening; to be forced out of a narrow opening in this way"
"shannon","a first name for boys or girls"
"segments","a part of something that is separate from the other parts or can be considered separately"
"situations","all the circumstances and things that are happening at a particular time and in a particular place"
"shareware","computer software  that is available free for a user to test, after which they must pay if they wish to continue using it"
"seeds","the small hard part produced by a plant, from which a new plant can grow"
"stable","fixed or steady; not likely to move, change or fail"
"strip","a long narrow piece of paper, metal, cloth, etc."
"sell","to give something to somebody in exchange for money"
"ski","one of a pair of long narrow pieces of wood, metal or plastic that you attach to boots so that you can move smoothly over snow"
"secretary","a person who works in an office, working for another person, dealing with mail and phone calls, keeping records, arranging meetings with people, etc."
"shed","to get rid of something that is no longer wanted"
"seemed","to give the impression of being or doing something"
"stakeholders","a person or company that is involved in a particular organization, project, system, etc., especially because they have invested money in it"
"seminar","a class at a university or college when a small group of students and a teacher discuss or study a particular topic"
"skirt","a piece of clothing that hangs from the middle part of the body"
"standings","the position or reputation of somebody/something within a group of people or in an organization"
"stud","a small piece of jewellery with a part that is pushed through a hole in your ear, nose, etc."
"shelter","the fact of having a place to live or stay, considered as a basic human need"
"selected","to choose somebody/something from a group of people or things, usually according to a system"
"securely","in a way that is safe or protected against harm, crime, etc."
"sending","to make something go or be taken to a place, especially by post, email, radio, etc."
"studying","to spend time learning about a subject by reading, going to college, etc."
"shine","to produce or reflect light; to be bright"
"sellers","a person who sells something"
"start","to begin doing or using something"
"seeker","a person who is trying to find or get the thing mentioned"
"sleeping","to rest with your eyes closed and your mind and body not active"
"shirts","a piece of clothing worn on the upper part of the body, made of light cloth, with sleeves and usually with a collar and buttons down the front"
"sen"," (the educational needs of children who have physical problems or difficulty learning). The official term  stands for ."
"stylus","a device on a record player that looks like a small needle and is placed on the record in order to play it"
"stated","to formally write or say something, especially in a careful and clear way"
"sees","to become aware of somebody/something by using your eyes"
"slim","thin, in a way that is attractive"
"senegal","a country in West Africa"
"sublime","of very high quality or great beauty"
"shopper","a person who buys goods from shops"
"selections","the process of choosing somebody/something from a group of people or things, usually according to a system"
"stationery","materials for writing and for using in an office, for example paper, pens and envelopes"
"slow","not moving, acting or done quickly; taking a long time; not fast"
"subscriber","a person who pays money, usually once a year, to receive regular copies of a magazine or newspaper or have access to it online"
"short","measuring or covering a small length or distance, or a smaller length or distance than usual"
"statutory","fixed by law; that must be done by law"
"semester","one of the two periods that the school or college year is divided into"
"smell","to have a particular smell"
"subsidiary","connected with something but less important than it"
"separation","the act of separating people or things; the state of being separate"
"shoulder","either of the two parts of the body between the top of each arm and the neck"
"senators","a member of a senate"
"steal","to take something from a person, shop, etc. without permission and without intending to return it or pay for it"
"sms","a system for sending short written messages from one mobile phone to another (the abbreviation for )"
"serial","doing the same thing in the same way several times; done in the same way several times"
"succeed","to achieve something that you have been trying to do or get; to have the result or effect that was intended"
"shows","to make something clear; to prove something"
"sense","an understanding about something; an ability to judge something"
"steps","one of a series of things that you do in order to achieve something"
"so","to such a great degree"
"sudan","a country in north-eastern Africa"
"servers","a computer program that controls or supplies information to several computers connected in a network; the main computer on which this program is run"
"seo"," (the process of making a website appear high on a list of results given by a search engine)"
"sociology","the scientific study of the nature and development of society and social behaviour"
"sticker","a sticky label with a picture or message on it, that you stick onto something"
"sides","either of the two halves of a surface, an object or an area that is divided by an imaginary central line"
"sufficiently","enough for a particular purpose; as much as you need"
"sensor","a device that can react to light, heat, pressure, etc. in order to make a machine, etc. do something or show something"
"sets","to prepare or arrange something so that it is ready for use or in position"
"soil","the top layer of the earth in which plants, trees, etc. grow"
"signal","a movement or sound that you make to give somebody information, instructions, a warning, etc."
"suicide","the act of killing yourself deliberately"
"separated","no longer living with your husband, wife or partner"
"stocks","a supply of goods that is available for sale in a shop"
"rug","a piece of thick material like a small carpet that is used for covering or decorating part of a floor"
"seventh","7th"
"solely","only; not involving somebody/something else"
"signing","the act of writing your name at the end of an official document to show that you accept it"
"sum","an amount of money"
"runner","a person or an animal that runs, especially one taking part in a race"
"stopping","to no longer move; to make somebody/something no longer move"
"sexuality","the feelings and activities connected with a person’s sexual desires"
"solving","to find a way of dealing with a problem or difficult situation"
"sunny","with a lot of bright light from the sun"
"served","to give somebody food or drink, for example at a restaurant or during a meal"
"silver","a chemical element.  is a shiny, grey-white precious metal used for making coins, jewellery, beautiful objects, etc."
"russian","from or connected with Russia"
"shadow","the dark shape that somebody/something’s form makes on a surface, for example on the ground, when they are between the light and the surface"
"story","a description of events and people that the writer or speaker has invented in order to entertain people"
"supervision","the work or activity involved in being in charge of somebody/something and making sure that everything is done correctly, safely, etc."
"sessions","a period of time that is spent doing a particular activity"
"simpson","(1896-1986) an American woman who became the Duchess of Windsor when she married her third husband, Edward, Duke of Windsor. He had been King Edward VIII but abdicated  in order to marry her because kings were not allowed to marry divorced women."
"shanghai","to trick or force somebody into doing something that they do not really want to do"
"strategic","done as part of a plan that is meant to achieve a particular purpose or to gain an advantage"
"setup","a way of organizing something; a system"
"suppliers","a person or company that supplies goods"
"something","a thing that is not known or mentioned by name"
"sing","to make musical sounds with your voice in the form of a song or tune"
"safely","without being harmed, damaged or lost"
"shares","to have, use or experience something at the same time as somebody else"
"sons","a person’s male child"
"suppose","to think or believe that something is true or possible (based on the knowledge that you have)"
"sip","to drink something, taking a very small amount each time"
"strength","the quality of being physically strong"
"saint","a person that the Christian Church recognizes as being very holy, because of the way they have lived or died"
"she","a female person or animal that has already been mentioned or is easily identified"
"shade","an area that is dark and cool under or behind something, for example a tree or building, because the sun’s light does not get to it"
"sitting","a period of time during which a court or a parliament deals with its business"
"shell","the hard outer part of eggs, nuts, some seeds, and some animals"
"sales","an act or the process of selling something"
"strike","to hit somebody/something hard or with force"
"shall","used with  and  for talking about or predicting the future"
"sizes","how large or small a person or thing is"
"shift","a period of time worked by a group of workers who start work as another group finishes"
"samba","a fast dance originally from Brazil; a piece of music for this dance"
"shared","to have, use or experience something at the same time as somebody else"
"shirt","a piece of clothing worn on the upper part of the body, made of light cloth, with sleeves and usually with a collar and buttons down the front"
"san","a city in western California, in the Santa Clara Valley. Because of the many computer and electronics companies there, the area is often called Silicon Valley. San Jose also produces fruit and wine. It was the capital of California from 1849 to 1851. An earthquake in 1989 caused some damage."
"shaved","to cut hair from the skin, especially the face, using a razor"
"surfaces","the outside or top layer of something"
"sorts","a group or type of people or things that are similar in a particular way"
"shop","a building or part of a building where you can buy goods or services"
"seriously","in a serious way"
"sheffield","a large industrial city in South Yorkshire, England. It is the historical centre of the British steel industry. There has been an important iron industry there since the 12th century, and by the time of the Industrial Revolution the high quality of Sheffield steel was famous around the world. Many steel items are still produced in Sheffield, particularly cutlery  and special tools, but several local factories closed down in the late 20th century, leaving many people unemployed."
"shore","the land along the edge of the sea, the ocean or a lake"
"sherman","(1820-91) a US military leader during the Civil War. General Sherman commanded the US Army in the West (1864-5). He is best remembered for his march through Georgia with 60 000 soldiers, destroying anything that might be useful to the South in the war, including military equipment, factories, railways, homes and farm animals. After the war, in 1879, he made his famous statement that ‘War is hell’"
"services","a system that provides something that the public needs, organized by the government or a private company"
"skin","the layer of tissue that covers the body"
"should","used to show what is right, appropriate, etc., especially when criticizing somebody’s actions"
"shipping","ships in general or considered as a group"
"settle","to put an end to an argument or a disagreement"
"sl","a virtual world on the internet where people can communicate with each other, play games and pretend to live another life"
"stroke","an act of hitting a ball, for example with a bat or racket"
"sewing","the activity of making, repairing or decorating things made of cloth using a needle and thread"
"shoot","to fire a gun or other weapon; to fire something from a weapon"
"slideshow","a piece of software that shows a number of images on a computer screen in a particular order"
"structured","to arrange or organize something into a system or pattern"
"side","either of the two halves of a surface, an object or an area that is divided by an imaginary central line"
"studied","deliberate and carefully planned"
"sao","a country consisting of two main islands and several smaller ones on the west coast of Africa"
"slovak","(a person) from Slovakia"
"shops","a building or part of a building where you can buy goods or services"
"surplus","an amount that is extra or more than you need"
"source","a place, person or thing that you get something from"
"sign","an event, an action, a fact, etc. that shows that something exists, is happening or may happen in the future"
"stunning","extremely attractive or impressive"
"satellite","an electronic device that is sent into space and moves around the earth or another planet. It is used for communicating by radio, television, etc. and for gathering information."
"shot","the act of firing a gun; the sound this makes"
"surveillance","the act of carefully watching a person suspected of a crime or a place where a crime may be committed"
"sox","a Major League Baseball team based in Boston which was founded in 1901. The team plays in the American League, East Division, at Fenway Park. They wear red and white and the team logo shows two red socks."
"significantly","in a way that is large or important enough to have an effect on something or to be noticed"
"small","not large in size, number, degree, amount, etc."
"sauce","a thick liquid that is eaten with food to add taste to it"
"showers","a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a"
"spanish","from or connected with Spain"
"silly","showing a lack of thought, understanding, or judgement"
"smoke","the grey, white or black gas that is produced by something burning"
"sustained","continuing for a period of time without becoming less"
"sic","written after a word that you have copied from somewhere, to show that you know that the word is wrongly spelled or wrong in some other way"
"simply","used to emphasize how easy or basic something is"
"speaker","a person who gives a talk or makes a speech"
"submissions","the act of accepting that somebody has defeated you and that you must obey them"
"snapshot","a photograph, especially one taken quickly"
"saving","an amount of something such as time or money that you do not need to use or spend"
"swift","happening or done quickly and immediately; doing something quickly"
"since","from a time in the past until a later past time, or until now"
"sight","the ability to see"
"specialists","a person who is an expert in a particular area of work or study"
"switches","to change or make something change from one thing to another"
"sc","a chemical element.  is a silver-white metal found in various minerals."
"sink","to go down below the surface or towards the bottom of a liquid or soft substance"
"subscriptions","an amount of money that you pay regularly to receive a service, be a member of a club, support a charity or receive regular copies of a newspaper or magazine; the act of paying this money"
"social","connected with activities in which people meet each other for pleasure"
"specific","connected with one particular thing only"
"sf","science fiction"
"significance","the importance of something, especially when this has an effect on what happens in the future"
"substantial","large in amount, value or importance"
"sympathy","the feeling of being sorry for somebody; showing that you understand and care about somebody’s problems"
"specs","two lenses in a frame that rests on the nose and ears. People wear glasses in order to be able to see better or to protect their eyes from bright light."
"soft","changing shape easily when pressed; not stiff or hard"
"sites","a place where a building, town, etc. was, is or will be located"
"scary","frightening"
"shake","to move or make somebody/something move with short quick movements from side to side or up and down"
"silicon","a chemical element.  exists as a grey solid or as a brown powder and is found in rocks and sand. It is used in making glass and transistors."
"successfully","in a way that achieves your aims or what was intended"
"spelling","the act of forming words correctly from individual letters; the ability to do this"
"synopsis","a summary of a piece of writing, a play, etc."
"schedules","a plan that lists all the work that you have to do and when you must do each thing"
"sized","to mark the size of something; to give a size to something"
"shaped","having the type of shape mentioned"
"soldier","a member of an army, especially one who is not an officer"
"simple","not complicated; easy to understand or do"
"systematic","done according to a system or plan, in a complete, efficient or determined way"
"simultaneously","at the same time as something else"
"scholarships","an amount of money given to somebody by an organization to help pay for their education"
"shark","a large sea fish with very sharp teeth and a pointed fin on its back. There are several types of , some of which can attack people swimming."
"skills","the ability to do something well"
"solutions","a way of solving a problem or dealing with a difficult situation"
"tablets","a small computer that is easy to carry, with a large touch screen and usually without a physical keyboard"
"scientists","a person who studies or is an expert in one or more of the natural sciences"
"single","only one"
"skype","a phone system that works by direct communication between users’ computers on the internet, often using webcams so the callers can see each other"
"sheer","used to emphasize the size, degree or amount of something"
"somehow","in a way that is not known or certain"
"slides","to move easily over a smooth or wet surface; to make something move in this way"
"scotland","a country forming the northernmost part of Great Britain and of the United Kingdom"
"song","a short piece of music with words that you sing"
"site","a place where a building, town, etc. was, is or will be located"
"tail","the part that sticks out at the back of the body of a bird, an animal or a fish, which the animal can move from side to side or up and down"
"shipment","the process of sending goods from one place to another"
"slots","a long, narrow opening, into which you put or fit something"
"screensaver","a computer program that replaces a screen display on a computer with another, moving, display after a particular length of time"
"sorry","feeling sad and ashamed about something that has been done"
"sixth","6th"
"talented","having a natural ability to do something well"
"shock","a strong feeling of surprise as a result of something happening, especially something unpleasant; the event that causes this feeling"
"sm","a chemical element.  is a hard silver-white metal used in making strong magnets."
"scroll","a long roll of paper for writing on"
"skill","the ability to do something well"
"sounds","something that you can hear"
"tampa","a port and resort on the west coast of the US state of Florida"
"shoppers","a person who buys goods from shops"
"smithsonian","a US national institution that consists of several museums and centres for scientific research in Washington, DC. It was established in 1846 by the US Congress with money given by James Smithson (1765-1829), an English scientist. Its popular name is 'the nation's attic'. The 12 major museums, most of which are located along the Mall, include the National Air and Space Museum, the National Gallery of Art, the National Museum of American Art, the National Portrait Gallery and the National Museum of American History. The Kennedy Center is an independent part of the Smithsonian."
"seal","to close an envelope, etc. by sticking the edges of the opening together"
"southern","located in the south or facing south; connected with or typical of the south part of the world or a region"
"tar","a thick, sticky black liquid that becomes hard when cold.  is obtained from coal and is used especially in making roads."
"snap","to break something suddenly with a sharp noise; to be broken in this way"
"spider","a small creature with eight thin legs. Many spiders spin webs to catch insects for food."
"sue","to make a claim against a person or an organization in court about something that they have said or done to harm you"
"shorter","measuring or covering a small length or distance, or a smaller length or distance than usual"
"seas","the salt water that covers most of the earth’s surface and surrounds its continents and islands"
"spain","a country in south-western Europe"
"sleeve","a part of a piece of clothing that covers all or part of your arm"
"tattoo","a picture or design that is marked permanently on a person’s skin by making small holes in the skin with a needle and filling them with coloured ink"
"soccer","a game played by two teams of 11 players, using a round ball which players kick up and down the playing field. Teams try to kick the ball into the other team’s goal."
"suggested","to put forward an idea or a plan for other people to think about"
"spas","a place where water with minerals in it, which is considered to be good for your health, comes up naturally out of the ground; the name given to a town that has such a place and where there are, or were, places where people could drink the water"
"sec","a very short time; a second"
"slope","a surface or piece of land that slopes (= is higher at one end than the other)"
"showcase","an event that presents somebody’s abilities or the good qualities of something in an attractive way"
"sofa","a long comfortable seat with a back and arms, for two or more people to sit on"
"suite","a set of rooms, especially in a hotel"
"spec","a detailed description of something, especially the design and materials needed to produce something"
"slut","an offensive word for a woman who is thought to have many sexual partners"
"section","any of the parts into which something is divided"
"teachers","a person whose job is teaching, especially in a school"
"shut","to close something; to become closed"
"summer","the warmest season of the year, coming between spring and autumn"
"security","the activities involved in protecting a country, building or person against attack, danger, etc."
"technical","connected with the practical use of machines, methods, etc. in science and industry"
"smilies","a simple picture of a smiling face that is drawn as a circle with two eyes and a curved mouth"
"solution","a way of solving a problem or dealing with a difficult situation"
"siemens","the standard unit for measuring how well an object  electricity"
"sunshine","the light and heat of the sun"
"seeking","to look for something/somebody"
"sn","a metal container in which food is sold; the contents of one of these containers"
"signature","your name as you usually write it, for example at the end of a letter"
"somebody","a person who is not known or mentioned by name"
"soap","a substance that you use with water for washing your body"
"tel","telephone number"
"supplement","a thing that is added to something else to improve or complete it"
"socks","a piece of clothing that is worn over the foot, ankle and lower part of the leg, especially inside a shoe"
"segment","a part of something that is separate from the other parts or can be considered separately"
"televisions","a piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds"
"support","to help or encourage somebody/something by saying or showing that you agree with them/it"
"split","to divide, or to make something divide, into two or more parts"
"solar","of or connected with the sun"
"templates","a shape cut out of a hard material, used as a model for producing exactly the same shape many times in another material"
"sur","a town on the coast of California 100 miles/160 kilometres south of San Francisco. The area is famous for its high cliffs and grand landscape. The writer Henry Miller lived in Big Sur and the actor Orson Welles had a small house there."
"self","the type of person you are, especially the way you normally behave, look or feel"
"solo","alone, without anyone helping you"
"sport","activity that you do for pleasure and that needs physical effort or skill, usually done in a special area and according to fixed rules"
"tender","kind, gentle and loving"
"surgeon","a doctor who is trained to perform surgery (= medical operations that involve cutting open a person’s body)"
"semiconductor","a solid substance that  electricity in particular conditions, better than insulators but not as well as conductors"
"somalia","a country in eastern Africa"
"specialties","a type of food or product that a restaurant or place is famous for because it is so good"
"spread","to affect or make something affect, be known by, or be used by more and more people"
"sender","a person who sends something"
"termination","the act of ending something; the end of something"
"surprising","causing surprise"
"specified","to state something, especially by giving an exact measurement, time, exact instructions, etc."
"somewhat","to some degree"
"spyware","software that enables somebody to obtain secret information about somebody else and their computer activities without their knowledge or permission"
"survival","the state of continuing to live or exist, often despite difficulty or danger"
"terror","a feeling of extreme fear"
"sensitivity","the ability to understand other people’s feelings"
"speed","the rate at which somebody/something moves or travels"
"soon","in a short time from now; a short time after something else has happened"
"testimonials","a formal written statement, often by a former employer, about somebody’s abilities, qualities and character; a formal written statement about the quality of something"
"separate","forming a unit by itself; not joined to something else"
"son","a person’s male child"
"suspended","to hang something from something else"
"sperm","a cell that is produced by the sex organs of a male and that can combine with a female egg to produce young"
"similar","like somebody/something but not exactly the same"
"stadium","a large sports ground surrounded by rows of seats and usually other buildings"
"soul","the spiritual part of a person, believed to exist after death"
"textbooks","a book that teaches a particular subject and that is used especially in schools and colleges"
"sophisticated","clever and complicated in the way that it works or is presented"
"sw","short wave"
"sequences","a set of events, actions, numbers, etc. which have a particular order and which lead to a particular result"
"spirits","the part of a person that includes their mind, feelings and character rather than their body"
"stamps","a small piece of paper with a design on it that you buy and stick on an envelope or a package before you post it"
"sims","a computer or video game that simulates  an activity such as flying an aircraft or playing a sport"
"swing","to move backwards or forwards or from side to side while hanging from a fixed point; to make something do this"
"th","a chemical element.  is a white radioactive metal used as a source of nuclear energy."
"sound","something that you can hear"
"serve","to give somebody food or drink, for example at a restaurant or during a meal"
"sponsored","to pay the costs of a particular event, programme, etc. as a way of advertising"
"stanford","a major private university in Stanford, California, near Palo Alto. It was established in 1885 by Leland Stanford and his wife."
"south","the direction that is on your right when you watch the sun rise; one of the four main points of the compass"
"sword","a weapon with a long metal blade  and a handle"
"southeast","towards the south-east"
"session","a period of time that is spent doing a particular activity"
"spa","a place where water with minerals in it, which is considered to be good for your health, comes up naturally out of the ground; the name given to a town that has such a place and where there are, or were, places where people could drink the water"
"starter","a small dish of food that is served before the main course of a meal"
"spots","a small round area that has a different colour or feels different from the surface it is on"
"symptoms","a change in your body or mind that shows that you are not healthy"
"spanking","a series of hits on the bottom, given to somebody, especially a child, as a punishment"
"springs","the season between winter and summer when plants begin to grow"
"their","of or belonging to people, animals or things that have already been mentioned or are easily identified"
"statements","something that you say or write that gives information or an opinion"
"spaces","the area outside the earth’s atmosphere where all the other planets and stars are"
"settlement","an official agreement that ends an argument between two people or groups"
"synthetic","artificial; made by combining chemical substances rather than being produced naturally by plants or animals"
"squirt","to force liquid, gas, etc. in a thin, fast stream through a narrow opening; to be forced out of a narrow opening in this way"
"speaking","to talk to somebody about something; to have a conversation with somebody"
"statistical","connected with or based on statistics"
"spare","available to do what you want with rather than work"
"theoretical","connected with the ideas and principles on which a particular subject is based, rather than with practice and experiment"
"specializing","to become an expert in a particular area of work, study or business; to spend more time on one area of work, etc. than on others"
"stability","the quality or state of being steady and not changing or being upset in any way (= the quality of being stable)"
"spears","a weapon with a long wooden handle and a sharp metal point used for fighting, hunting and fishing in the past"
"ta","thank you"
"stayed","to continue to be in a particular place for a period of time without moving away"
"sh","the way of writing the sound people make when they are telling somebody to be quiet"
"thereby","used to introduce the result of the action or situation mentioned"
"specials","something that is not usually available but is provided for a particular purpose or on one occasion"
"specification","a detailed description of how something is, or should be, designed or made"
"tactics","the particular method you use to achieve something"
"stainless","a type of steel that does not rust (= change colour)"
"steel","a strong, hard metal that is made of a mixture of iron and carbon"
"singer","a person who sings, or whose job is singing, especially in public"
"specifics","the details of a subject that you need to think about or discuss"
"thick","having a larger distance between opposite sides or surfaces than other similar objects or than normal"
"spectrum","a band of coloured lights in order of their wavelengths, as seen in a rainbow and into which light may be separated"
"sister","a girl or woman who has the same mother and father as another person"
"sterling","the money system of the UK, based on the pound"
"spend","to give money to pay for goods, services, etc."
"taken","to carry or move something from one place to another"
"standing","done from a position in which you are standing rather than sitting or running"
"situation","all the circumstances and things that are happening at a particular time and in a particular place"
"speeches","a formal talk that a person gives to an audience"
"talked","to say things; to speak in order to give information or to express ideas or feelings"
"sticks","to fix something to something else, usually with a sticky substance; to become fixed to something in this way"
"spin","to turn round and round quickly; to make something do this"
"thinks","to have a particular idea or opinion about something/somebody; to believe something"
"share","to have, use or experience something at the same time as somebody else"
"spent","that has been used, so that it cannot be used again"
"tanks","a large container for holding liquid or gas"
"state","a country considered as an organized political community controlled by one government"
"spoken","involving speaking rather than writing; expressed in speech rather than in writing"
"stomach","the organ inside the body where food goes when you eat it"
"thongs","a narrow piece of leather that is used to fasten something or as a whip"
"spirit","the part of a person that includes their mind, feelings and character rather than their body"
"sharp","having a fine edge or point, especially of something that can cut or make a hole in something"
"targets","a result that you try to achieve"
"sports","activity that you do for pleasure and that needs physical effort or skill, usually done in a special area and according to fixed rules"
"thousand","1 000"
"taxation","money that has to be paid as taxes"
"sheets","a large piece of thin cloth used on a bed to lie on or lie under"
"spring","the season between winter and summer when plants begin to grow"
"station","a place where trains stop so that passengers can get on and off; the buildings connected with this"
"threats","a statement in which you tell somebody that you will punish or harm them, especially if they do not do what you want"
"storage","the process of keeping something in a particular place until it is needed; the space where things can be kept"
"sponsor","to pay the costs of a particular event, programme, etc. as a way of advertising"
"ss","saints"
"straight","not in a curve or at an angle; in a straight line"
"statutes","a law that is passed by a parliament, council, etc. and formally written down"
"sheriff","(in the US) an elected officer responsible for keeping law and order in a county or town"
"skating","the sport or activity of moving on ice on"
"spotlight","a light with a single, very bright beam that can be directed at a particular place or person, especially a performer on the stage"
"staffing","the number of people who work in an institution, a company, etc."
"strategy","a plan that is intended to achieve a particular purpose"
"steady","developing, growing, etc. gradually and in an even and regular way"
"shipped","to send or transport somebody/something by ship or by another means of transport"
"springfield","the capital city of the US state of Illinois"
"skip","to move forwards lightly and quickly making a little jump with each step"
"strengthening","to become more powerful or effective; to make somebody/something more powerful or effective"
"stephen","a first name for boys"
"stand","to be on your feet; to be in a vertical position"
"shoes","one of a pair of objects usually made of leather or plastic that you wear on your feet"
"square","having four straight equal sides and four angles of 90°"
"sleep","to rest with your eyes closed and your mind and body not active"
"striking","interesting and unusual enough to attract attention"
"td","a member of the lower house of the parliament of the Republic of Ireland (the abbreviation for , which means )"
"st","stone (a British measurement of weight)"
"star","a large ball of burning gas in space that we see as a point of light in the sky at night"
"slightly","a little"
"stronger","having a lot of physical power so that you can lift heavy weights, do hard physical work, etc."
"stick","to fix something to something else, usually with a sticky substance; to become fixed to something in this way"
"shorts","short trousers that end above or at the knee"
"slovenia","a country in central Europe"
"team","a group of people who play a particular game or sport against another group of people"
"stages","a period or state that something/somebody passes through while developing or making progress"
"starts","to begin doing or using something"
"throw","to send something from your hand through the air by moving your hand or arm quickly"
"struggle","to try very hard to do something when it is difficult or when there are a lot of problems"
"stockings","either of a pair of thin pieces of clothing that fit closely over the legs and feet, usually worn under other clothes"
"techniques","a particular way of doing something, especially one in which you have to learn special skills"
"statewide","happening or existing in all parts of a state of the US"
"smart","looking clean and neat; well dressed in fashionable and/or formal clothes"
"shower","a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a"
"standards","a level of quality, especially one that people think is acceptable"
"thumbnails","the nail on the thumb"
"tee","a flat area on a golf course from which players hit the ball"
"stats","a collection of information shown in numbers"
"si","(a system of measurements based on the metric system with standard basic units; from French )"
"smooth","completely flat and even, without any rough areas or holes"
"ticket","a printed piece of paper, or a message or image received on your phone or computer, that gives you the right to travel on a particular bus, train, etc. or to go into a theatre, etc."
"stars","a large ball of burning gas in space that we see as a point of light in the sky at night"
"snowboard","a long wide board that a person stands on to move over snow in the sport of snowboarding"
"telecommunications","the technology of sending signals, images and messages over long distances by radio, phone, television, satellite, etc."
"studio","a room where radio or television programmes are recorded and broadcast from, or where music is recorded"
"stays","to continue to be in a particular place for a period of time without moving away"
"stopped","to no longer move; to make somebody/something no longer move"
"stat","a statistic"
"stem","the main long, thin part of a plant above the ground from which the leaves or flowers grow; a smaller part that grows from this and supports flowers or leaves"
"signed","to write your name on a document, letter, etc. to show that you have written it, that you agree with what it says, or that it is real"
"tiger","a large wild animal of the cat family that has orange fur with black stripes  and lives in parts of Asia"
"society","people in general, living together in communities"
"style","the particular way in which something is done"
"tells","to give information to somebody by speaking or writing"
"steven","a first name for boys"
"silent","where there is little or no sound; making little or no sound"
"storm","very bad weather with strong winds and rain, and often thunder and lightning"
"subdivision","the act of dividing a part of something into smaller parts"
"timber","trees that are grown to be used in building or for making things"
"software","the programs used by a computer for doing particular jobs"
"temporarily","in a way that lasts or is intended to last or be used only for a short time; in a way that is not permanent"
"still","continuing until a particular point in time and not finishing"
"strap","a narrow piece of leather, cloth or other material that is used to fasten something, keep something in place, carry something or hold onto something"
"sole","only; single"
"tin","a metal container in which food is sold; the contents of one of these containers"
"submitted","to give a document, proposal, etc. to somebody in authority so that they can study or consider it"
"tension","a situation in which people do not trust each other, or feel unfriendly towards each other, and that may cause them to attack each other"
"simon","a first name for boys"
"stones","a hard solid mineral substance that is found in the ground, often used for building"
"solved","to find a way of dealing with a problem or difficult situation"
"terrace","a continuous row of similar houses that are joined together in one block"
"tires","to become tired and feel as if you want to sleep or rest; to make somebody feel this way"
"simulations","a situation in which a particular set of conditions is created artificially in order to study or experience something that could exist in reality"
"stored","to put something somewhere and keep it there to use later"
